callsign,date
SWA1058,2025-05-27
FFT3456,2025-05-04
AAL3046,2025-05-27
AAL656,2025-05-16
SWA6404,2025-05-19
NKS2298,2025-05-09
SWA3609,2025-05-21
AAY927,2025-05-08
DAL2893,2025-05-26
SWA1283,2025-05-20
UAL571,2025-05-09
SWA2279,2025-05-15
AAL1844,2025-05-01
ASA104,2025-05-12
AAL561,2025-05-22
DAL946,2025-05-28
SWA1907,2025-05-24
DAL2369,2025-05-03
ASA454,2025-05-31
AAY1152,2025-05-22
FFT1184,2025-05-23
SWA1246,2025-05-11
NKS1999,2025-05-29
SWA1597,2025-05-28
SWA3991,2025-05-08
AAL2051,2025-05-28
JBU1285,2025-05-17
UAL2191,2025-05-26
AAY988,2025-05-28
SWA368,2025-05-24
UAL1805,2025-05-25
SWA3947,2025-05-01
SWA1529,2025-05-09
SWA1979,2025-05-28
UAL786,2025-05-03
DAL787,2025-05-28
DAL3093,2025-05-16
DAL2762,2025-05-23
SWA991,2025-05-08
AAL1844,2025-05-14
UAL2101,2025-05-04
AAY907,2025-05-29
UAL1482,2025-05-18
DAL2916,2025-05-23
AAL1875,2025-05-07
NKS3995,2025-05-10
NKS2246,2025-05-18
AAL1877,2025-05-09
DAL2741,2025-05-26
AAL254,2025-05-06
AAL2839,2025-05-03
DAL943,2025-05-23
UAL1134,2025-05-15
ASA1258,2025-05-06
DAL3006,2025-05-06
SWA169,2025-05-15
SWA4314,2025-05-22
AAL2565,2025-05-03
DAL2201,2025-05-20
SWA2574,2025-05-26
SWA2120,2025-05-04
SWA2950,2025-05-12
AAY901,2025-05-15
UAL2322,2025-05-23
DAL1294,2025-05-25
SWA1045,2025-05-06
AAL1626,2025-05-03
DAL2220,2025-05-06
FFT1051,2025-05-24
SWA2570,2025-05-03
UAL332,2025-05-16
UAL2679,2025-05-20
UAL468,2025-05-09
SWA2868,2025-05-18
NKS2088,2025-05-31
DAL2328,2025-05-23
ASA756,2025-05-13
SWA1551,2025-05-02
AAL1023,2025-05-15
SWA2298,2025-05-20
AAY526,2025-05-28
AAL2338,2025-05-05
FFT1061,2025-05-11
AAL2183,2025-05-09
DAL1576,2025-05-22
JBU1453,2025-05-26
JBU187,2025-05-20
UAL762,2025-05-08
DAL744,2025-05-12
NKS2591,2025-05-11
ASA235,2025-05-18
UAL1228,2025-05-29
SWA2055,2025-05-20
DAL2049,2025-05-21
UAL2187,2025-05-20
UAL2120,2025-05-06
DAL1514,2025-05-22
AAY1048,2025-05-16
SWA495,2025-05-27
UAL1431,2025-05-23
JBU638,2025-05-09
NKS2639,2025-05-20
SWA3806,2025-05-14
SWA2786,2025-05-30
SWA3251,2025-05-22
FFT687,2025-05-01
AAL1269,2025-05-14
SWA351,2025-05-05
AAL1188,2025-05-24
SWA3423,2025-05-20
SWA1169,2025-05-18
UAL2635,2025-05-18
AAL1923,2025-05-17
JBU927,2025-05-07
UAL403,2025-05-03
NKS2114,2025-05-12
SWA4878,2025-05-09
AAL1552,2025-05-18
DAL510,2025-05-31
AAL2345,2025-05-10
UAL2098,2025-05-28
SWA1268,2025-05-01
SWA2038,2025-05-11
SWA2627,2025-05-18
UAL2412,2025-05-22
AAY1329,2025-05-22
AAL1625,2025-05-30
AAL1136,2025-05-21
SWA1421,2025-05-05
NKS207,2025-05-02
ASA1269,2025-05-22
UAL2384,2025-05-17
AAL1721,2025-05-15
UAL2058,2025-05-08
AAL323,2025-05-07
AAL3104,2025-05-03
ASA1204,2025-05-07
SWA2170,2025-05-28
UAL1300,2025-05-24
UAL687,2025-05-31
SWA2112,2025-05-26
DAL828,2025-05-23
ASA675,2025-05-17
DAL3170,2025-05-09
ASA532,2025-05-23
SWA3492,2025-05-07
DAL3180,2025-05-12
AAL487,2025-05-16
JBU1347,2025-05-11
AAL982,2025-05-03
SWA1770,2025-05-24
AAY1707,2025-05-11
AAL958,2025-05-03
AAL2573,2025-05-30
JBU503,2025-05-22
UAL1872,2025-05-19
SWA1960,2025-05-25
AAL2594,2025-05-12
SWA3712,2025-05-04
DAL1946,2025-05-13
DAL725,2025-05-26
SWA868,2025-05-05
DAL2284,2025-05-14
AAL1479,2025-05-15
ASA382,2025-05-26
JBU311,2025-05-02
UAL1678,2025-05-24
AAL2390,2025-05-28
NKS2692,2025-05-10
JBU2119,2025-05-25
AAL1081,2025-05-03
SWA1355,2025-05-08
SWA651,2025-05-11
AAL1801,2025-05-27
ASA66,2025-05-01
UAL2446,2025-05-02
ASA1126,2025-05-05
SWA690,2025-05-01
FFT4344,2025-05-05
SWA3572,2025-05-17
FFT3937,2025-05-08
UAL1410,2025-05-17
DAL683,2025-05-21
SWA1703,2025-05-22
DAL2942,2025-05-16
NKS825,2025-05-06
AAL1318,2025-05-14
SWA1724,2025-05-08
DAL972,2025-05-23
UAL2179,2025-05-24
DAL466,2025-05-30
DAL1384,2025-05-22
SWA1309,2025-05-30
FFT3566,2025-05-18
FFT1402,2025-05-31
AAL2593,2025-05-23
SWA1355,2025-05-02
SWA1653,2025-05-26
JBU263,2025-05-14
JBU128,2025-05-26
SWA1998,2025-05-15
FFT2348,2025-05-22
DAL3193,2025-05-21
NKS2595,2025-05-22
SWA2212,2025-05-06
DAL715,2025-05-25
SWA770,2025-05-20
SWA3433,2025-05-18
SWA928,2025-05-08
AAY206,2025-05-02
SWA4322,2025-05-15
SWA3829,2025-05-01
DAL2411,2025-05-16
JBU341,2025-05-22
AAL2863,2025-05-22
AAL1706,2025-05-30
DAL1571,2025-05-18
AAY546,2025-05-02
SWA2964,2025-05-04
AAL396,2025-05-04
AAY1600,2025-05-14
SWA1352,2025-05-02
AAL1840,2025-05-18
DAL2179,2025-05-19
AAL2723,2025-05-31
FFT3283,2025-05-30
DAL1744,2025-05-23
DAL3185,2025-05-28
SWA4093,2025-05-05
DAL3100,2025-05-19
UAL2617,2025-05-03
DAL1389,2025-05-25
SWA3753,2025-05-15
DAL2027,2025-05-11
DAL2922,2025-05-24
FFT1292,2025-05-31
UAL1108,2025-05-20
FFT1328,2025-05-11
ASA1269,2025-05-31
JBU1023,2025-05-12
UAL762,2025-05-15
UAL702,2025-05-15
UAL779,2025-05-17
DAL2931,2025-05-07
UAL1750,2025-05-14
SWA1526,2025-05-21
SWA239,2025-05-17
UAL2395,2025-05-17
DAL2510,2025-05-28
AAL2464,2025-05-20
AAL506,2025-05-20
DAL1453,2025-05-26
NKS2137,2025-05-07
HAL230,2025-05-29
SWA1623,2025-05-20
UAL1970,2025-05-08
UAL611,2025-05-23
DAL393,2025-05-05
UAL511,2025-05-21
AAY913,2025-05-08
UAL441,2025-05-26
SWA4167,2025-05-08
FFT2310,2025-05-29
SWA2642,2025-05-25
DAL661,2025-05-10
UAL2272,2025-05-26
DAL325,2025-05-28
UAL414,2025-05-16
SWA2932,2025-05-27
SWA2901,2025-05-14
ASA48,2025-05-27
AAL1523,2025-05-25
NKS930,2025-05-04
DAL3026,2025-05-08
AAL3205,2025-05-23
AAL707,2025-05-29
AAL1146,2025-05-15
DAL2786,2025-05-10
UAL2439,2025-05-10
DAL2053,2025-05-16
DAL2298,2025-05-15
DAL1517,2025-05-26
SWA598,2025-05-29
SWA3930,2025-05-19
UAL1599,2025-05-09
AAL1619,2025-05-20
AAL2185,2025-05-03
DAL1716,2025-05-25
NKS2329,2025-05-25
AAL1599,2025-05-19
UAL1714,2025-05-03
AAL613,2025-05-07
DAL2280,2025-05-25
AAL922,2025-05-29
DAL2184,2025-05-27
DAL2797,2025-05-16
AAL891,2025-05-31
FFT3291,2025-05-19
SWA2655,2025-05-02
DAL2829,2025-05-14
SWA2280,2025-05-12
SWA2642,2025-05-13
SWA680,2025-05-01
SWA4180,2025-05-15
UAL2355,2025-05-21
DAL320,2025-05-21
AAL967,2025-05-11
AAL2750,2025-05-04
AAL1627,2025-05-18
DAL906,2025-05-12
DAL413,2025-05-16
AAL1153,2025-05-04
DAL503,2025-05-15
FFT1727,2025-05-01
SWA2889,2025-05-11
DAL1381,2025-05-12
DAL2208,2025-05-30
DAL2998,2025-05-09
NKS2002,2025-05-15
SWA1534,2025-05-05
UAL1316,2025-05-06
DAL2612,2025-05-20
ASA531,2025-05-27
ASA65,2025-05-28
UAL1449,2025-05-12
AAL404,2025-05-26
SWA3447,2025-05-04
UAL694,2025-05-06
NKS2044,2025-05-19
DAL319,2025-05-20
SWA3686,2025-05-05
AAL897,2025-05-31
UAL2393,2025-05-10
DAL2276,2025-05-29
SWA2805,2025-05-19
SWA1842,2025-05-14
FFT3308,2025-05-28
SWA1305,2025-05-20
SWA2204,2025-05-28
UAL786,2025-05-06
UAL535,2025-05-06
AAL422,2025-05-08
JBU124,2025-05-09
AAL423,2025-05-12
AAL2840,2025-05-18
AAL2064,2025-05-21
SWA920,2025-05-07
HAL50,2025-05-23
DAL450,2025-05-16
DAL2287,2025-05-05
FFT1473,2025-05-25
DAL1363,2025-05-24
UAL1658,2025-05-29
DAL1720,2025-05-20
ASA768,2025-05-28
SWA341,2025-05-18
JBU2625,2025-05-23
SWA3338,2025-05-07
ASA818,2025-05-23
DAL1455,2025-05-20
DAL2205,2025-05-21
UAL2394,2025-05-20
UAL2294,2025-05-14
SWA2310,2025-05-26
UAL467,2025-05-29
SWA1344,2025-05-06
HAL358,2025-05-19
DAL561,2025-05-10
SWA2042,2025-05-03
FFT1991,2025-05-04
SWA972,2025-05-27
AAL1438,2025-05-01
SWA3692,2025-05-08
DAL1487,2025-05-02
SWA954,2025-05-30
AAL2687,2025-05-15
NKS634,2025-05-02
DAL442,2025-05-30
SWA1881,2025-05-07
DAL1292,2025-05-16
SWA3421,2025-05-08
SWA1057,2025-05-29
UAL1327,2025-05-27
ASA361,2025-05-16
DAL2062,2025-05-23
AAL2894,2025-05-16
DAL2923,2025-05-02
AAL3044,2025-05-03
DAL2927,2025-05-03
AAL3043,2025-05-04
AAL3090,2025-05-09
DAL971,2025-05-26
DAL2750,2025-05-28
SWA1353,2025-05-10
UAL1646,2025-05-14
DAL745,2025-05-17
DAL557,2025-05-11
FFT1008,2025-05-04
UAL2268,2025-05-02
SWA701,2025-05-21
JBU1069,2025-05-22
AAL2261,2025-05-14
SWA3524,2025-05-26
DAL1409,2025-05-26
AAL1247,2025-05-05
SWA2070,2025-05-13
AAL2708,2025-05-23
ASA431,2025-05-19
UAL2114,2025-05-05
DAL2532,2025-05-19
AAL2502,2025-05-30
UAL1816,2025-05-24
DAL837,2025-05-08
AAL2142,2025-05-30
SWA3955,2025-05-28
DAL2720,2025-05-04
FFT1283,2025-05-03
SWA3126,2025-05-10
DAL2739,2025-05-03
ASA636,2025-05-04
SWA2219,2025-05-26
FFT3885,2025-05-13
AAL1873,2025-05-30
NKS2380,2025-05-28
SWA2705,2025-05-11
AAL3125,2025-05-01
AAL3003,2025-05-17
FFT1449,2025-05-22
NKS2756,2025-05-16
JBU440,2025-05-22
AAL2629,2025-05-13
DAL2781,2025-05-05
ASA1229,2025-05-20
DAL2596,2025-05-26
AAL2185,2025-05-24
DAL795,2025-05-25
SWA200,2025-05-12
JBU2656,2025-05-07
SWA1842,2025-05-12
AAL1317,2025-05-03
DAL2728,2025-05-26
SWA3574,2025-05-04
AAL3310,2025-05-03
UAL1805,2025-05-14
JBU607,2025-05-06
SWA3125,2025-05-01
SWA1002,2025-05-26
SWA746,2025-05-30
AAL1656,2025-05-17
AAL647,2025-05-25
SWA4002,2025-05-09
SWA3643,2025-05-28
AAL1476,2025-05-08
AAL1991,2025-05-08
DAL2150,2025-05-04
ASA835,2025-05-04
AAL412,2025-05-11
AAL410,2025-05-04
AAL1751,2025-05-15
AAL491,2025-05-11
SWA4311,2025-05-15
SWA2408,2025-05-03
AAL1403,2025-05-22
DAL2348,2025-05-07
HAL3,2025-05-22
ASA1047,2025-05-07
SWA2206,2025-05-08
AAL1990,2025-05-02
DAL2379,2025-05-12
AAL2098,2025-05-25
AAY43,2025-05-25
AAL3079,2025-05-29
DAL2197,2025-05-16
SWA1417,2025-05-05
FFT3418,2025-05-19
SWA4673,2025-05-01
SWA3195,2025-05-13
DAL1642,2025-05-27
UAL2610,2025-05-16
SWA203,2025-05-11
SWA1954,2025-05-17
UAL1858,2025-05-21
FFT4251,2025-05-05
JBU1177,2025-05-17
UAL356,2025-05-01
AAL118,2025-05-16
DAL1149,2025-05-27
NKS2753,2025-05-28
NKS2001,2025-05-28
AAL1727,2025-05-06
UAL580,2025-05-12
SWA1368,2025-05-22
SWA921,2025-05-21
AAY553,2025-05-11
SWA1229,2025-05-12
DAL2679,2025-05-20
ASA1060,2025-05-11
SWA1782,2025-05-23
UAL577,2025-05-28
NKS2288,2025-05-19
NKS444,2025-05-01
UAL636,2025-05-30
SWA2539,2025-05-04
SWA2683,2025-05-01
ASA62,2025-05-13
SWA2554,2025-05-08
AAL3129,2025-05-05
UAL2348,2025-05-08
SWA2272,2025-05-16
AAY219,2025-05-27
AAL1183,2025-05-08
AAL2635,2025-05-01
DAL3175,2025-05-28
DAL2707,2025-05-30
SWA4508,2025-05-04
SWA3353,2025-05-13
SWA2547,2025-05-06
ASA1105,2025-05-10
UAL1416,2025-05-13
AAL1984,2025-05-21
DAL1125,2025-05-18
AAL832,2025-05-11
NKS2170,2025-05-07
DAL1413,2025-05-12
DAL2507,2025-05-05
SWA1186,2025-05-24
ASA64,2025-05-11
JBU363,2025-05-05
DAL2022,2025-05-09
ASA213,2025-05-23
SWA985,2025-05-06
JBU608,2025-05-24
SWA665,2025-05-24
AAY668,2025-05-19
AAL1728,2025-05-05
UAL1827,2025-05-17
DAL488,2025-05-23
UAL2340,2025-05-25
ASA62,2025-05-19
SWA2866,2025-05-20
FFT4371,2025-05-23
ASA46,2025-05-20
SWA2025,2025-05-05
UAL2643,2025-05-17
SWA2339,2025-05-24
DAL2408,2025-05-17
AAL671,2025-05-11
AAL1771,2025-05-25
ASA62,2025-05-10
DAL1861,2025-05-24
JBU1603,2025-05-26
UAL1793,2025-05-05
DAL1559,2025-05-13
SWA4471,2025-05-04
SWA3980,2025-05-04
SWA3365,2025-05-18
NKS2232,2025-05-14
SWA4357,2025-05-08
ASA1123,2025-05-19
SWA2891,2025-05-18
DAL2478,2025-05-14
JBU1577,2025-05-23
SWA3001,2025-05-22
UAL2861,2025-05-20
AAL1804,2025-05-14
DAL2525,2025-05-13
UAL1129,2025-05-14
AAL2862,2025-05-08
SWA4197,2025-05-29
AAL1873,2025-05-08
SWA1515,2025-05-22
DAL792,2025-05-20
DAL1007,2025-05-09
UAL2268,2025-05-14
DAL2476,2025-05-05
JBU820,2025-05-16
DAL1695,2025-05-14
UAL1626,2025-05-15
SWA671,2025-05-12
DAL1117,2025-05-03
SWA3820,2025-05-06
SWA2057,2025-05-09
DAL1481,2025-05-08
AAL1664,2025-05-25
AAL2717,2025-05-28
SWA954,2025-05-13
DAL2005,2025-05-18
AAL3190,2025-05-31
SWA3835,2025-05-11
AAL1211,2025-05-16
SWA2320,2025-05-30
DAL2531,2025-05-29
ASA36,2025-05-10
ASA348,2025-05-12
AAL1801,2025-05-01
UAL2184,2025-05-11
NKS2418,2025-05-29
DAL1562,2025-05-23
SWA3544,2025-05-28
SWA3288,2025-05-16
UAL519,2025-05-27
FFT1333,2025-05-19
NKS2201,2025-05-10
SWA4107,2025-05-30
DAL2550,2025-05-23
AAL1828,2025-05-25
AAL1848,2025-05-09
DAL569,2025-05-05
UAL2195,2025-05-29
